Levels,1,2,3,4,5,6,7,8,9,10,11,12,13,13A,14,15,16,17,18
1,75200,83200,90700,106500,122000,147800,187700,198900,222000,234400,282900,329300,514500,547900,602700,761500,858300,940400,1044800
2,77300,85700,93700,109800,125800,152500,193000,204800,228700,241500,291300,339400,529800,564100,620600,784400,884300,,
3,79800,88200,96600,113200,129600,157100,198900,211000,235200,248600,300100,349400,545800,581300,639400,807900,910600,,
4,82300,90700,99500,116600,133400,161700,204800,217400,242300,256200,309300,359700,562200,598900,658600,832000,937900,,
5,84800,93700,102500,119900,137600,166700,211000,224100,249500,263800,318400,370600,578800,616800,678300,857000,,,
6,87400,96600,105200,123700,141800,171800,217400,230600,257000,271700,328000,382000,596400,635200,698700,883000,,,
7,89900,99500,108600,127500,146000,176800,224100,237700,264600,279900,338100,393300,614200,654400,719700,909300,,,
8,92400,102500,111900,131200,149900,182300,230600,244900,272400,288300,348200,404900,632700,674100,741300,936600,,,
9,95300,105200,115300,135000,154600,187700,237700,252400,280800,297200,358500,417100,651400,694000,763600,,,,
10,98300,108600,118600,139200,159200,193000,244900,260000,289200,306000,369400,429700,671200,715000,786400,,,,
11,101200,111900,122400,143400,163800,198900,252400,268000,298000,315000,380700,442500,691100,736300,810000,,,,
12,104200,115300,126200,147400,168800,204800,260000,275700,306800,324700,392100,455900,712100,758500,834100,,,,
13,106900,118600,130000,152000,173900,211000,268000,284100,315800,334300,403600,469800,733300,781000,859100,,,,
14,110200,122400,133800,156700,178900,217400,275700,292500,325500,344400,415800,483800,755600,804500,885200,,,,
15,113600,126200,138000,161300,184400,224100,284100,301400,335200,354900,428400,498500,778000,828700,911800,,,,
16,117000,130000,142200,166300,189600,230600,292500,310600,345200,365200,441200,513700,801600,853400,,,,,
17,120300,133800,146200,171400,195500,237700,301400,319600,355500,376100,454600,529000,825700,878800,,,,,
18,124100,138000,150800,176400,201400,244900,310600,329300,366400,387400,468500,545000,850500,905100,,,,,
19,127900,142200,155400,181900,207300,252400,319600,339400,377400,399000,482600,561300,875900,,,,,,
20,131700,146200,160000,187300,213600,260000,329300,349400,388700,411200,497300,577900,902200,,,,,,
21,135400,150800,164600,192600,219900,268000,339400,359700,400300,423800,512400,595100,,,,,,,
22,139600,155400,169700,198400,226600,275700,349400,370600,412400,436400,527700,613000,,,,,,,
23,143800,160000,174700,204300,233100,284100,359700,382000,425000,449200,543700,631500,,,,,,,
24,147800,164600,180200,210600,240200,292500,370600,393300,438100,462600,560100,650200,,,,,,,
25,152500,169700,185600,216900,247400,301400,382000,404900,450900,476500,576700,669900,,,,,,,
26,157100,174700,190900,223600,254900,310600,393300,417100,464300,490600,593900,689800,,,,,,,
27,161700,180200,196800,230200,262500,319600,404900,429700,478200,505300,611700,710800,,,,,,,
28,166700,185600,202600,237300,270500,329300,417100,442500,492200,520400,630200,732100,,,,,,,
29,171800,190900,209000,244400,278200,339400,429700,455900,506900,535700,648900,754300,,,,,,,
30,176800,196800,215200,252000,286600,349400,442500,469800,522100,551700,668600,776800,,,,,,,
31,182300,202600,221600,259600,295500,359700,455900,483800,537400,568300,688800,800300,,,,,,,
32,187700,209000,228300,267500,304300,370600,469800,498500,553800,585500,709200,824000,,,,,,,
33,193000,215200,234800,275300,313300,382000,483800,513700,570400,603100,730600,848800,,,,,,,
34,198900,221600,241900,283700,323000,393300,498500,529000,587600,621000,752200,874200,,,,,,,
35,204800,228300,249100,292100,332600,404900,513700,545000,605200,639900,774700,,,,,,,,
36,211000,234800,256600,300900,342700,417100,529000,561300,623100,659000,798200,,,,,,,,
37,217400,241900,264200,310200,353200,429700,545000,577900,642000,678700,821900,,,,,,,,
38,224100,249100,272000,319200,363500,442500,561300,595100,661100,699100,846700,,,,,,,,
39,230600,256600,280400,328900,374400,455900,577900,613000,680800,720100,872100,,,,,,,,
40,237700,264200,288800,338900,385800,469800,595100,631500,701200,741700,,,,,,,,,
