Levels,1,2,3,4,5,6,7,8,9,10,11,12,13,13A,14,15,16,17,18
1,32800,36200,39500,46400,53100,64400,81700,86600,96600,102100,123200,143400,224000,238600,262400,331600,373800,409500,455000
2,33700,37300,40800,47900,54800,66400,84100,89200,99600,105200,126900,147800,230800,245700,270300,341600,385100,,
3,34800,38400,42000,49300,56400,68400,86600,91900,102500,108300,130700,152200,237700,253200,278500,351800,396600,,
4,35900,39500,43300,50800,58100,70400,89200,94600,105600,111600,134700,156700,244800,260800,286800,362400,408400,,
5,36900,40800,44600,52200,59900,72600,91900,97600,108700,114800,138700,161400,252100,268600,295400,373300,,,
6,38000,42000,45900,53900,61700,74800,94600,100500,111900,118300,142900,166300,259700,276600,304300,384600,,,
7,39100,43300,47300,55500,63500,77000,97600,103600,115200,121900,147200,171300,267500,285000,313400,396000,,,
8,40200,44600,48800,57100,65300,79400,100500,106700,118700,125600,151600,176400,275500,293600,322900,407900,,,
9,41500,45900,50200,58800,67300,81700,103600,109900,122300,129400,156200,181600,283700,302300,332500,,,,
10,42800,47300,51700,60600,69300,84100,106700,113200,125900,133200,160900,187100,292300,311400,342500,,,,
11,44000,48800,53300,62400,71300,86600,109900,116700,129800,137200,165800,192700,301000,320700,352700,,,,
12,45300,50200,55000,64200,73500,89200,113200,120100,133600,141400,170700,198600,310100,330300,363300,,,,
13,46600,51700,56600,66200,75700,91900,116700,123800,137600,145600,175800,204600,319400,340200,374200,,,,
14,48000,53300,58200,68200,77900,94600,120100,127400,141800,150000,181100,210800,329100,350400,385500,,,,
15,49500,55000,60100,70300,80300,97600,123800,131200,146000,154500,186600,217100,338900,360900,397100,,,,
16,51000,56600,61900,72400,82600,100500,127400,135200,150300,159100,192200,223700,349100,371600,,,,,
17,52400,58200,63700,74600,85200,103600,131200,139200,154900,163800,198000,230400,359600,382700,,,,,
18,54100,60100,65700,76800,87700,106700,135200,143400,159600,168700,204000,237300,370400,394200,,,,,
19,55700,61900,67700,79200,90300,109900,139200,147800,164300,173800,210200,244400,381500,,,,,,
20,57300,63700,69700,81500,93000,113200,143400,152200,169300,179100,216600,251700,392900,,,,,,
21,59000,65700,71700,83900,95700,116700,147800,156700,174400,184500,223100,259200,,,,,,,
22,60800,67700,73900,86400,98600,120100,152200,161400,179600,190000,229900,267000,,,,,,,
23,62600,69700,76100,89000,101600,123800,156700,166300,185100,195600,236800,275000,,,,,,,
24,64400,71700,78400,91700,104600,127400,161400,171300,190700,201500,243900,283200,,,,,,,
25,66400,73900,80800,94500,107700,131200,166300,176400,196400,207500,251200,291700,,,,,,,
26,68400,76100,83200,97400,111000,135200,171300,181600,202200,213700,258600,300500,,,,,,,
27,70400,78400,85700,100300,114300,139200,176400,187100,208200,220000,266400,309600,,,,,,,
28,72600,80800,88300,103400,117800,143400,181600,192700,214400,226600,274500,318900,,,,,,,
29,74800,83200,91000,106500,121200,147800,187100,198600,220800,233300,282600,328500,,,,,,,
30,77000,85700,93700,109700,124900,152200,192700,204600,227300,240200,291200,338300,,,,,,,
31,79400,88300,96500,113000,128700,156700,198600,210800,234100,247500,299900,348500,,,,,,,
32,81700,91000,99400,116500,132500,161400,204600,217100,241200,255000,308900,358900,,,,,,,
33,84100,93700,102300,119900,136500,166300,210800,223700,248400,262600,318100,369600,,,,,,,
34,86600,96500,105400,123600,140700,171300,217100,230400,255900,270500,327600,380700,,,,,,,
35,89200,99400,108500,127200,144900,176400,223700,237300,263500,278600,337400,,,,,,,,
36,91900,102300,111700,131000,149200,181600,230400,244400,271400,287000,347600,,,,,,,,
37,94600,105400,115000,135000,153800,187100,237300,251700,279600,295600,358000,,,,,,,,
38,97600,108500,118500,139000,158300,192700,244400,259200,287900,304500,368700,,,,,,,,
39,100500,111700,122100,143200,163100,198600,251700,267000,296500,313600,379800,,,,,,,,
40,103600,115000,125800,147600,168000,204600,259200,275000,305400,323000,,,,,,,,,
